Rank,Name,Games,Plays,Yds,Avg,TDs,Ydspgm,Wins,Losses,Ties,Year,Team Code
27,Purdue,13,1007,5667,5.63,56,435.92,8,5,0,2007,559
48,Purdue,12,894,4493,5.03,37,374.42,4,8,0,2008,559
53,Purdue,12,837,4696,5.61,42,391.33,5,7,0,2009,559
104,Purdue,12,796,3739,4.7,27,311.58,4,8,0,2010,559
71,Purdue,13,926,4899,5.29,42,376.85,7,6,0,2011,559
58,Purdue,13,957,5235,5.47,50,402.69,6,7,0,2012,559
40,Rice,12,815,4764,5.85,46,397,5,7,0,2003,574
50,Rice,11,824,4200,5.1,36,381.82,3,8,0,2004,574
84,Rice,11,810,3712,4.58,32,337.45,1,10,0,2005,574
58,Rice,13,873,4486,5.14,45,345.08,7,6,0,2006,574
51,Rice,12,909,4848,5.33,51,404,3,9,0,2007,574
10,Rice,13,965,6122,6.34,74,470.92,10,3,0,2008,574
111,Rice,12,859,3655,4.25,28,304.58,2,10,0,2009,574
63,Rice,12,854,4504,5.27,45,375.33,4,8,0,2010,574
91,Rice,12,851,4172,4.9,33,347.67,4,8,0,2011,574
44,Rice,13,1026,5556,5.42,50,427.38,7,6,0,2012,574
71,Rutgers,12,904,4436,4.91,42,369.67,5,7,0,2003,587
40,Rutgers,11,840,4334,5.16,32,394,4,7,0,2004,587
44,Rutgers,12,811,4765,5.88,40,397.08,7,5,0,2005,587
58,Rutgers,13,794,4486,5.65,46,345.08,11,2,0,2006,587
18,Rutgers,13,916,5841,6.38,51,449.31,8,5,0,2007,587
39,Rutgers,13,838,5179,6.18,49,398.38,8,5,0,2008,587
97,Rutgers,13,811,4242,5.23,45,326.31,9,4,0,2009,587
114,Rutgers,12,769,3539,4.6,30,294.92,4,8,0,2010,587
99,Rutgers,13,936,4407,4.71,41,339,9,4,0,2011,587
104,Rutgers,13,823,4289,5.21,36,329.92,9,4,0,2012,587
88,San Diego St.,12,855,4079,4.77,25,339.92,6,6,0,2003,626
56,San Diego St.,11,821,4123,5.02,28,374.82,4,7,0,2004,626
58,San Diego St.,12,859,4549,5.3,40,379.08,5,7,0,2005,626
108,San Diego St.,12,716,3234,4.52,21,269.5,3,9,0,2006,626
73,San Diego St.,12,817,4519,5.53,38,376.58,4,8,0,2007,626
99,San Diego St.,12,773,3749,4.85,30,312.42,2,10,0,2008,626
86,San Diego St.,12,776,4103,5.29,35,341.92,4,8,0,2009,626
16,San Diego St.,13,865,5937,6.86,58,456.69,9,4,0,2010,626
32,San Diego St.,13,935,5556,5.94,53,427.38,8,5,0,2011,626
61,San Diego St.,13,887,5156,5.81,57,396.62,9,4,0,2012,626
53,San Jose St.,11,818,4253,5.2,33,386.64,3,8,0,2003,630
87,San Jose St.,11,704,3715,5.28,41,337.73,2,9,0,2004,630
81,San Jose St.,11,749,3800,5.07,31,345.45,3,8,0,2005,630
47,San Jose St.,13,783,4644,5.93,43,357.23,9,4,0,2006,630
88,San Jose St.,12,835,4177,5,31,348.08,5,7,0,2007,630
112,San Jose St.,12,769,3394,4.41,27,282.83,6,6,0,2008,630
115,San Jose St.,12,754,3408,4.52,21,284,2,10,0,2009,630
101,San Jose St.,13,788,4096,5.2,24,315.08,1,12,0,2010,630
69,San Jose St.,12,842,4544,5.4,33,378.67,5,7,0,2011,630
30,San Jose St.,13,914,5800,6.35,57,446.15,11,2,0,2012,630
75,South Carolina,12,819,4261,5.2,35,355.08,5,7,0,2003,648
63,South Carolina,11,744,4058,5.45,30,368.91,6,5,0,2004,648
100,South Carolina,12,720,3791,5.27,37,315.92,7,5,0,2005,648
20,South Carolina,13,803,5135,6.39,43,395,8,5,0,2006,648
77,South Carolina,12,825,4462,5.41,39,371.83,6,6,0,2007,648
97,South Carolina,13,869,4115,4.74,30,316.54,7,6,0,2008,648
82,South Carolina,13,875,4516,5.16,31,347.38,7,6,0,2009,648
47,South Carolina,14,911,5499,6.04,55,392.79,9,5,0,2010,648
74,South Carolina,13,870,4856,5.58,53,373.54,11,2,0,2011,648
82,South Carolina,13,856,4895,5.72,54,376.54,11,2,0,2012,648
107,South Fla.,11,770,3390,4.4,34,308.18,7,4,0,2003,651
74,South Fla.,11,751,3886,5.17,35,353.27,4,7,0,2004,651
79,South Fla.,12,882,4171,4.73,35,347.58,6,6,0,2005,651
44,South Fla.,13,841,4701,5.59,40,361.62,9,4,0,2006,651
43,South Fla.,13,991,5383,5.43,56,414.08,9,4,0,2007,651
32,South Fla.,13,925,5265,5.69,44,405,8,5,0,2008,651
71,South Fla.,13,805,4753,5.9,44,365.62,8,5,0,2009,651
105,South Fla.,13,810,4022,4.97,37,309.38,8,5,0,2010,651
30,South Fla.,12,910,5193,5.71,42,432.75,5,7,0,2011,651
89,South Fla.,12,836,4410,5.28,28,367.5,3,9,0,2012,651
14,Southern California,13,897,5818,6.49,68,447.54,12,1,0,2003,657
12,Southern California,13,923,5838,6.33,64,449.08,13,0,0,2004,657
1,Southern California,13,1006,7537,7.49,87,579.77,12,1,0,2005,657
21,Southern California,13,863,5094,5.9,50,391.85,11,2,0,2006,657
29,Southern California,13,977,5654,5.79,54,434.92,11,2,0,2007,657
11,Southern California,13,891,5911,6.63,66,454.69,12,1,0,2008,657
55,Southern California,13,817,5058,6.19,44,389.08,9,4,0,2009,657
26,Southern California,13,930,5609,6.03,53,431.46,8,5,0,2010,657
21,Southern California,12,839,5481,6.53,55,456.75,10,2,0,2011,657
41,Southern California,13,853,5628,6.6,56,432.92,7,6,0,2012,657
98,SMU,12,693,3772,5.44,32,314.33,1,11,0,2008,663
51,SMU,13,850,5093,5.99,50,391.77,8,5,0,2009,663
33,SMU,14,920,5804,6.31,48,414.57,7,7,0,2010,663
58,SMU,13,831,5052,6.08,45,388.62,8,5,0,2011,663
90,SMU,13,916,4775,5.21,49,367.31,7,6,0,2012,663
97,Southern Miss.,13,887,4224,4.76,36,324.92,9,4,0,2003,664
95,Southern Miss.,12,821,3915,4.77,38,326.25,7,5,0,2004,664
70,Southern Miss.,12,818,4288,5.24,41,357.33,7,5,0,2005,664
68,Southern Miss.,14,888,4635,5.22,44,331.07,9,5,0,2006,664
63,Southern Miss.,13,946,5066,5.36,45,389.69,7,6,0,2007,664
20,Southern Miss.,13,988,5636,5.7,52,433.54,7,6,0,2008,664
31,Southern Miss.,13,903,5413,5.99,57,416.38,7,6,0,2009,664
18,Southern Miss.,13,1030,5894,5.72,57,453.38,8,5,0,2010,664
17,Southern Miss.,14,1042,6459,6.2,63,461.36,12,2,0,2011,664
106,Southern Miss.,12,792,3874,4.89,29,322.83,0,12,0,2012,664
91,La.-Lafayette,12,859,4026,4.69,33,335.5,4,8,0,2003,671
49,La.-Lafayette,11,818,4206,5.14,29,382.36,4,7,0,2004,671
52,La.-Lafayette,11,768,4253,5.54,38,386.64,6,5,0,2005,671
82,La.-Lafayette,12,754,3811,5.05,31,317.58,6,6,0,2006,671
49,La.-Lafayette,12,853,4885,5.73,37,407.08,3,9,0,2007,671
13,La.-Lafayette,12,821,5390,6.57,54,449.17,6,6,0,2008,671
76,La.-Lafayette,12,866,4341,5.01,35,361.75,6,6,0,2009,671
83,La.-Lafayette,12,850,4207,4.95,35,350.58,3,9,0,2010,671
51,La.-Lafayette,13,893,5130,5.74,53,394.62,9,4,0,2011,671
29,La.-Lafayette,13,873,5919,6.78,58,455.31,9,4,0,2012,671
113,Stanford,11,811,3113,3.84,24,283,4,7,0,2003,674
92,Stanford,11,762,3613,4.74,28,328.45,4,7,0,2004,674
99,Stanford,11,724,3478,4.8,32,316.18,5,6,0,2005,674
118,Stanford,12,683,2783,4.07,15,231.92,1,11,0,2006,674
107,Stanford,12,870,3870,4.45,27,322.5,4,8,0,2007,674
67,Stanford,12,777,4221,5.43,39,351.75,5,7,0,2008,674
19,Stanford,13,849,5559,6.55,59,427.62,8,5,0,2009,674
14,Stanford,13,914,6142,6.72,68,472.46,12,1,0,2010,674
8,Stanford,13,935,6361,6.8,73,489.31,11,2,0,2011,674
84,Stanford,14,948,5242,5.53,49,374.43,12,2,0,2012,674
70,Syracuse,12,820,4437,5.41,41,369.75,6,6,0,2003,688
78,Syracuse,12,796,4188,5.26,35,349,6,6,0,2004,688
115,Syracuse,11,700,2831,4.04,18,257.36,1,10,0,2005,688
110,Syracuse,12,731,3168,4.33,23,264,4,8,0,2006,688
114,Syracuse,12,758,3503,4.62,24,291.92,2,10,0,2007,688
114,Syracuse,12,691,3242,4.69,25,270.17,3,9,0,2008,688
94,Syracuse,12,775,3965,5.12,31,330.42,4,8,0,2009,688
97,Syracuse,13,812,4197,5.17,34,322.85,8,5,0,2010,688
90,Syracuse,12,814,4178,5.13,35,348.17,5,7,0,2011,688
17,Syracuse,13,1028,6188,6.02,49,476,8,5,0,2012,688
84,Temple,12,859,4136,4.81,30,344.67,1,11,0,2003,690
41,Temple,11,805,4331,5.38,30,393.73,2,9,0,2004,690
117,Temple,11,712,2722,3.82,13,247.45,0,11,0,2005,690
119,Temple,12,653,2588,3.96,18,215.67,1,11,0,2006,690
112,Temple,12,788,3610,4.58,23,300.83,4,8,0,2007,690
107,Temple,12,752,3577,4.76,37,298.08,5,7,0,2008,690
92,Temple,13,831,4335,5.22,48,333.46,9,4,0,2009,690
89,Temple,12,727,4009,5.51,38,334.08,8,4,0,2010,690
63,Temple,13,834,4983,5.97,50,383.31,9,4,0,2011,690
107,Temple,11,689,3542,5.14,33,322,4,7,0,2012,690
67,Tennessee,13,885,4834,5.46,45,371.85,10,3,0,2003,694
35,Tennessee,13,896,5193,5.8,50,399.46,10,3,0,2004,694
90,Tennessee,11,755,3589,4.75,23,326.27,5,6,0,2005,694
36,Tennessee,13,797,4842,6.08,44,372.46,9,4,0,2006,694
54,Tennessee,14,993,5621,5.66,56,401.5,10,4,0,2007,694
115,Tennessee,12,718,3225,4.49,26,268.75,5,7,0,2008,694
60,Tennessee,13,878,4985,5.68,49,383.46,7,6,0,2009,694
75,Tennessee,13,827,4729,5.72,44,363.77,6,7,0,2010,694
104,Tennessee,12,792,3992,5.04,31,332.67,5,7,0,2011,694
18,Tennessee,12,890,5711,6.42,56,475.92,5,7,0,2012,694
48,Texas A&M,12,809,4678,5.78,37,389.83,4,8,0,2003,697
20,Texas A&M,12,812,5141,6.33,44,428.42,7,5,0,2004,697
17,Texas A&M,11,773,4865,6.29,44,442.27,5,6,0,2005,697
18,Texas A&M,13,870,5166,5.94,46,397.38,9,4,0,2006,697
58,Texas A&M,13,952,5161,5.42,45,397,7,6,0,2007,697
78,Texas A&M,12,777,4091,5.27,40,340.92,4,8,0,2008,697
5,Texas A&M,13,1053,6055,5.75,56,465.77,6,7,0,2009,697
23,Texas A&M,13,1034,5744,5.56,51,441.85,9,4,0,2010,697
7,Texas A&M,13,1044,6373,6.1,60,490.23,7,6,0,2011,697
3,Texas A&M,13,1025,7261,7.08,78,558.54,11,2,0,2012,697
26,TCU,13,1008,5581,5.54,42,429.31,11,2,0,2003,698
18,TCU,11,841,4738,5.63,48,430.73,5,6,0,2004,698
41,TCU,12,915,4799,5.24,50,399.92,11,1,0,2005,698
17,TCU,13,909,5310,5.84,46,408.46,11,2,0,2006,698
64,TCU,13,1017,5026,4.94,39,386.62,8,5,0,2007,698
24,TCU,13,1013,5477,5.41,56,421.31,11,2,0,2008,698
7,TCU,13,921,5937,6.45,65,456.69,12,1,0,2009,698
12,TCU,13,931,6199,6.66,73,476.85,13,0,0,2010,698
28,TCU,13,882,5723,6.49,70,440.23,11,2,0,2011,698
72,TCU,13,914,5052,5.53,43,388.62,7,6,0,2012,698
1,Texas Tech,13,1088,7576,6.96,76,582.77,8,5,0,2003,700
6,Texas Tech,12,944,5900,6.25,59,491.67,8,4,0,2004,700
6,Texas Tech,12,896,5950,6.64,62,495.83,9,3,0,2005,700
6,Texas Tech,13,875,5822,6.65,54,447.85,8,5,0,2006,700
2,Texas Tech,13,1009,6885,6.82,70,529.62,9,4,0,2007,700
4,Texas Tech,13,979,6903,7.05,79,531,11,2,0,2008,700
4,Texas Tech,13,988,6120,6.19,64,470.77,9,4,0,2009,700
15,Texas Tech,13,1054,5983,5.68,57,460.23,8,5,0,2010,700
13,Texas Tech,12,991,5647,5.7,52,470.58,5,7,0,2011,700
13,Texas Tech,13,993,6446,6.49,62,495.85,8,5,0,2012,700
20,Texas,13,917,5709,6.23,72,439.15,10,3,0,2003,703
7,Texas,12,890,5573,6.26,55,464.42,11,1,0,2004,703
3,Texas,13,941,6657,7.07,88,512.08,13,0,0,2005,703
22,Texas,13,854,5089,5.96,63,391.46,10,3,0,2006,703
13,Texas,13,975,6018,6.17,62,462.92,10,3,0,2007,703
9,Texas,13,955,6185,6.48,74,475.77,12,1,0,2008,703
29,Texas,14,1053,5897,5.6,68,421.21,13,1,0,2009,703
58,Texas,12,878,4590,5.23,31,382.5,5,7,0,2010,703
54,Texas,13,946,5103,5.39,44,392.54,8,5,0,2011,703
40,Texas,13,891,5650,6.34,62,434.62,9,4,0,2012,703
74,UTEP,13,951,4771,5.02,38,367,2,11,0,2003,704
42,UTEP,12,847,4723,5.58,55,393.58,8,4,0,2004,704
31,UTEP,12,853,5073,5.95,47,422.75,8,4,0,2005,704
39,UTEP,12,735,4445,6.05,41,370.42,5,7,0,2006,704
36,UTEP,12,856,5074,5.93,51,422.83,4,8,0,2007,704
31,UTEP,12,819,4878,5.96,48,406.5,5,7,0,2008,704
18,UTEP,12,823,5144,6.25,46,428.67,4,8,0,2009,704
78,UTEP,13,844,4685,5.55,43,360.38,6,7,0,2010,704
64,UTEP,12,809,4566,5.64,40,380.5,5,7,0,2011,704
86,UTEP,12,831,4470,5.38,32,372.5,3,9,0,2012,704
11,Toledo,12,875,5553,6.35,55,462.75,8,4,0,2003,709
11,Toledo,13,976,5970,6.12,58,459.23,9,4,0,2004,709
15,Toledo,12,868,5365,6.18,56,447.08,9,3,0,2005,709
72,Toledo,12,856,3923,4.58,37,326.92,5,7,0,2006,709
20,Toledo,12,916,5381,5.87,52,448.42,5,7,0,2007,709
85,Toledo,12,756,4009,5.3,32,334.08,3,9,0,2008,709
13,Toledo,12,854,5259,6.16,46,438.25,5,7,0,2009,709
74,Toledo,13,860,4750,5.52,49,365.38,8,5,0,2010,709
9,Toledo,13,980,6257,6.38,72,481.31,9,4,0,2011,709
32,Toledo,13,962,5788,6.02,49,445.23,9,4,0,2012,709
113,Troy,12,742,3410,4.6,36,284.17,7,5,0,2004,716
109,Troy,11,728,3136,4.31,20,285.09,4,7,0,2005,716
77,Troy,13,844,4159,4.93,38,319.92,8,5,0,2006,716
16,Troy,12,979,5434,5.55,52,452.83,8,4,0,2007,716
27,Troy,13,972,5385,5.54,53,414.23,8,5,0,2008,716
3,Troy,13,973,6314,6.49,55,485.69,9,4,0,2009,716
17,Troy,13,997,5895,5.91,56,453.46,8,5,0,2010,716
65,Troy,12,867,4560,5.26,36,380,3,9,0,2011,716
11,Troy,12,966,5985,6.2,45,498.75,5,7,0,2012,716
47,Tulane,12,830,4682,5.64,47,390.17,5,7,0,2003,718
70,Tulane,11,714,3967,5.56,42,360.64,5,6,0,2004,718
95,Tulane,11,764,3530,4.62,32,320.91,2,9,0,2005,718
62,Tulane,12,793,4064,5.12,29,338.67,4,8,0,2006,718
59,Tulane,12,849,4751,5.6,36,395.92,4,8,0,2007,718
80,Tulane,12,808,4076,5.04,25,339.67,2,10,0,2008,718
105,Tulane,12,768,3750,4.88,24,312.5,3,9,0,2009,718
66,Tulane,12,899,4479,4.98,37,373.25,4,8,0,2010,718
97,Tulane,13,890,4424,4.97,34,340.31,2,11,0,2011,718
109,Tulane,12,816,3834,4.7,28,319.5,2,10,0,2012,718
51,Tulsa,13,882,5041,5.72,54,387.77,8,5,0,2003,719
73,Tulsa,12,851,4263,5.01,44,355.25,4,8,0,2004,719
39,Tulsa,13,897,5229,5.83,54,402.23,9,4,0,2005,719
24,Tulsa,13,849,5051,5.95,47,388.54,8,5,0,2006,719
1,Tulsa,14,1126,7615,6.76,79,543.93,10,4,0,2007,719
1,Tulsa,14,1097,7978,7.27,90,569.86,11,3,0,2008,719
35,Tulsa,12,869,4921,5.66,45,410.08,5,7,0,2009,719
5,Tulsa,13,1006,6573,6.53,70,505.62,10,3,0,2010,719
27,Tulsa,13,942,5725,6.08,55,440.38,8,5,0,2011,719
28,Tulsa,14,1160,6400,5.52,65,457.14,11,3,0,2012,719
56,Air Force,12,899,4626,5.15,41,385.5,7,5,0,2003,721
23,Air Force,11,837,4680,5.59,44,425.45,5,6,0,2004,721
36,Air Force,11,793,4590,5.79,43,417.27,4,7,0,2005,721
69,Air Force,12,806,3968,4.92,36,330.67,4,8,0,2006,721
39,Air Force,13,935,5452,5.83,48,419.38,9,4,0,2007,721
69,Air Force,13,915,4538,4.96,39,349.08,8,5,0,2008,721
66,Air Force,13,968,4834,4.99,46,371.85,8,5,0,2009,721
28,Air Force,13,916,5536,6.04,55,425.85,9,4,0,2010,721
22,Air Force,13,927,5913,6.38,59,454.85,7,6,0,2011,721
51,Air Force,13,955,5445,5.7,49,418.85,6,7,0,2012,721
115,Army,13,930,3520,3.78,27,270.77,0,13,0,2003,725
51,Army,11,734,4198,5.72,36,381.64,2,9,0,2004,725
101,Army,11,784,3475,4.43,27,315.91,4,7,0,2005,725
112,Army,12,710,3132,4.41,28,261,3,9,0,2006,725
116,Army,12,780,3306,4.24,25,275.5,3,9,0,2007,725
110,Army,12,763,3452,4.52,22,287.67,3,9,0,2008,725
117,Army,12,754,3304,4.38,19,275.33,5,7,0,2009,725
93,Army,13,866,4286,4.95,43,329.69,7,6,0,2010,725
49,Army,12,837,4763,5.69,42,396.92,3,9,0,2011,725
39,Army,12,921,5235,5.68,36,436.25,2,10,0,2012,725
27,Navy,13,918,5506,6,52,423.54,8,5,0,2003,726
45,Navy,12,811,4666,5.75,46,388.83,10,2,0,2004,726
20,Navy,12,818,5222,6.38,55,435.17,8,4,0,2005,726
28,Navy,13,876,4979,5.68,48,383,9,4,0,2006,726
22,Navy,13,940,5773,6.14,65,444.08,8,5,0,2007,726
66,Navy,13,808,4593,5.68,43,353.31,8,5,0,2008,726
77,Navy,14,930,4985,5.36,51,356.07,10,4,0,2009,726
38,Navy,13,849,5262,6.2,51,404.77,9,4,0,2010,726
48,Navy,12,829,4776,5.76,47,398,5,7,0,2011,726
77,Navy,13,872,4982,5.71,42,383.23,8,5,0,2012,726
80,Utah St.,12,820,4204,5.13,36,350.33,3,9,0,2003,731
111,Utah St.,11,726,3194,4.4,23,290.36,3,8,0,2004,731
98,Utah St.,11,744,3487,4.69,27,317,3,8,0,2005,731
114,Utah St.,12,728,3053,4.19,18,254.42,1,11,0,2006,731
115,Utah St.,12,743,3335,4.49,30,277.92,2,10,0,2007,731
84,Utah St.,12,779,4011,5.15,36,334.25,3,9,0,2008,731
12,Utah St.,12,872,5272,6.05,44,439.33,4,8,0,2009,731
84,Utah St.,12,852,4168,4.89,33,347.33,4,8,0,2010,731
20,Utah St.,13,913,5945,6.51,60,457.31,7,6,0,2011,731
21,Utah St.,13,893,6098,6.83,59,469.08,11,2,0,2012,731
64,Utah,12,867,4494,5.18,45,374.5,10,2,0,2003,732
3,Utah,12,869,5997,6.9,75,499.75,12,0,0,2004,732
12,Utah,12,909,5676,6.24,45,473,7,5,0,2005,732
41,Utah,13,862,4789,5.56,45,368.38,8,5,0,2006,732
79,Utah,13,942,4805,5.1,41,369.62,9,4,0,2007,732
35,Utah,13,913,5212,5.71,59,400.92,13,0,0,2008,732
54,Utah,13,890,5064,5.69,46,389.54,10,3,0,2009,732
52,Utah,13,826,5057,6.12,56,389,10,3,0,2010,732
109,Utah,13,806,4041,5.01,39,310.85,8,5,0,2011,732
105,Utah,12,797,3893,4.88,42,324.42,5,7,0,2012,732
78,Vanderbilt,12,824,4225,5.13,31,352.08,2,10,0,2003,736
89,Vanderbilt,11,724,3683,5.09,28,334.82,2,9,0,2004,736
46,Vanderbilt,11,828,4352,5.26,38,395.64,5,6,0,2005,736
52,Vanderbilt,12,722,4212,5.83,35,351,4,8,0,2006,736
103,Vanderbilt,12,836,3919,4.69,32,326.58,5,7,0,2007,736
117,Vanderbilt,13,790,3331,4.22,30,256.23,7,6,0,2008,736
110,Vanderbilt,12,803,3676,4.58,21,306.33,2,10,0,2009,736
110,Vanderbilt,12,781,3579,4.58,26,298.25,2,10,0,2010,736
98,Vanderbilt,13,843,4408,5.23,46,339.08,6,7,0,2011,736
80,Vanderbilt,13,874,4936,5.65,47,379.69,9,4,0,2012,736
38,Virginia Tech,13,820,5223,6.37,61,401.77,8,5,0,2003,742
65,Virginia Tech,13,871,4752,5.46,48,365.54,10,3,0,2004,742
57,Virginia Tech,13,900,4952,5.5,55,380.92,11,2,0,2005,742
99,Virginia Tech,13,777,3837,4.94,40,295.15,10,3,0,2006,742
100,Virginia Tech,14,939,4627,4.93,48,330.5,11,3,0,2007,742
103,Virginia Tech,14,936,4248,4.54,34,303.43,10,4,0,2008,742
50,Virginia Tech,13,822,5097,6.2,51,392.08,10,3,0,2009,742
41,Virginia Tech,14,913,5632,6.17,59,402.29,11,3,0,2010,742
35,Virginia Tech,14,995,5782,5.81,48,413,11,3,0,2011,742
81,Virginia Tech,13,944,4898,5.19,38,376.77,7,6,0,2012,742
55,Virginia,13,905,5017,5.54,42,385.92,8,5,0,2003,746
24,Virginia,12,834,5081,6.09,45,423.42,8,4,0,2004,746
64,Virginia,12,813,4395,5.41,36,366.25,7,5,0,2005,746
113,Virginia,12,709,3086,4.35,21,257.17,5,7,0,2006,746
101,Virginia,13,918,4295,4.68,38,330.38,9,4,0,2007,746
105,Virginia,12,778,3597,4.62,24,299.75,5,7,0,2008,746
118,Virginia,12,773,3235,4.18,26,269.58,3,9,0,2009,746
37,Virginia,12,862,4858,5.64,39,404.83,4,8,0,2010,746
46,Virginia,13,939,5197,5.53,36,399.77,8,5,0,2011,746
62,Virginia,12,891,4758,5.34,34,396.5,4,8,0,2012,746
76,Wake Forest,12,818,4257,5.2,45,354.75,5,7,0,2003,749
76,Wake Forest,11,770,3864,5.02,29,351.27,4,7,0,2004,749
68,Wake Forest,11,818,3947,4.83,30,358.82,4,7,0,2005,749
96,Wake Forest,14,829,4298,5.18,33,307,11,3,0,2006,749
93,Wake Forest,13,942,4425,4.7,44,340.38,9,4,0,2007,749
101,Wake Forest,13,885,4008,4.53,31,308.31,8,5,0,2008,749
41,Wake Forest,12,846,4841,5.72,40,403.42,5,7,0,2009,749
108,Wake Forest,12,762,3628,4.76,34,302.33,3,9,0,2010,749
78,Wake Forest,13,921,4781,5.19,41,367.77,6,7,0,2011,749
117,Wake Forest,12,829,3616,4.36,30,301.33,5,7,0,2012,749
54,Washington St.,13,962,5021,5.22,45,386.23,10,3,0,2003,754
64,Washington St.,11,799,4055,5.08,37,368.64,5,6,0,2004,754
8,Washington St.,11,821,5382,6.56,47,489.27,4,7,0,2005,754
25,Washington St.,12,822,4657,5.67,38,388.08,6,6,0,2006,754
28,Washington St.,12,898,5223,5.82,38,435.25,5,7,0,2007,754
118,Washington St.,13,811,3134,3.86,20,241.08,2,11,0,2008,754
119,Washington St.,12,726,2983,4.11,18,248.58,1,11,0,2009,754
92,Washington St.,12,801,3962,4.95,31,330.17,2,10,0,2010,754
33,Washington St.,12,884,5069,5.73,45,422.42,4,8,0,2011,754
94,Washington St.,12,876,4314,4.92,29,359.5,3,9,0,2012,754
50,Washington,12,949,4670,4.92,41,389.17,6,6,0,2003,756
103,Washington,11,815,3421,4.2,18,311,1,10,0,2004,756
69,Washington,11,704,3938,5.59,29,358,2,9,0,2005,756
74,Washington,12,775,3861,4.98,33,321.75,5,7,0,2006,756
60,Washington,13,922,5125,5.56,48,394.23,4,9,0,2007,756
116,Washington,12,785,3158,4.02,19,263.17,0,12,0,2008,756
62,Washington,12,787,4506,5.73,37,375.5,5,7,0,2009,756
76,Washington,13,857,4713,5.5,35,362.54,7,6,0,2010,756
38,Washington,13,858,5328,6.21,57,409.85,7,6,0,2011,756
97,Washington,13,904,4618,5.11,41,355.23,7,6,0,2012,756
72,West Virginia,13,852,4796,5.63,49,368.92,8,5,0,2003,768
26,West Virginia,12,849,5027,5.92,47,418.92,8,4,0,2004,768
50,West Virginia,12,818,4667,5.71,50,388.92,11,1,0,2005,768
5,West Virginia,13,823,5998,7.29,65,461.38,11,2,0,2006,768
15,West Virginia,13,893,5931,6.64,68,456.23,11,2,0,2007,768
59,West Virginia,13,822,4685,5.7,38,360.38,9,4,0,2008,768
61,West Virginia,13,855,4907,5.74,43,377.46,9,4,0,2009,768
67,West Virginia,13,908,4845,5.34,42,372.69,9,4,0,2010,768
15,West Virginia,13,959,6104,6.36,63,469.54,10,3,0,2011,768
10,West Virginia,13,998,6526,6.54,69,502,7,6,0,2012,768
na,Western Ky.,12,845,4906,5.67,51,408.83,7,5,0,2007,772
na,Western Ky.,12,746,3433,4.52,25,286.08,2,10,0,2008,772
101,Western Ky.,12,758,3849,5.08,29,320.75,0,12,0,2009,772
98,Western Ky.,12,795,3828,4.82,36,319,2,10,0,2010,772
89,Western Ky.,12,845,4187,4.96,37,348.92,7,5,0,2011,772
74,Western Ky.,13,841,5029,5.98,48,386.85,7,6,0,2012,772
49,Western Mich.,12,794,4674,5.89,44,389.5,5,7,0,2003,774
67,Western Mich.,11,794,4008,5.05,33,364.36,1,10,0,2004,774
48,Western Mich.,11,812,4317,5.32,45,392.45,7,4,0,2005,774
78,Western Mich.,13,879,4154,4.73,35,319.54,8,5,0,2006,774
57,Western Mich.,12,921,4776,5.19,41,398,5,7,0,2007,774
28,Western Mich.,13,893,5350,5.99,48,411.54,9,4,0,2008,774
56,Western Mich.,12,872,4654,5.34,38,387.83,5,7,0,2009,774
34,Western Mich.,12,860,4940,5.74,51,411.67,6,6,0,2010,774
19,Western Mich.,13,945,5960,6.31,58,458.46,7,6,0,2011,774
38,Western Mich.,12,915,5271,5.76,46,439.25,4,8,0,2012,774
41,Wisconsin,13,905,5134,5.67,45,394.92,7,6,0,2003,796
93,Wisconsin,12,857,3937,4.59,30,328.08,9,3,0,2004,796
45,Wisconsin,13,909,5155,5.67,58,396.54,10,3,0,2005,796
35,Wisconsin,13,867,4851,5.6,48,373.15,12,1,0,2006,796
46,Wisconsin,13,934,5314,5.69,46,408.77,9,4,0,2007,796
37,Wisconsin,13,900,5190,5.77,42,399.23,7,6,0,2008,796
30,Wisconsin,13,921,5420,5.88,52,416.92,10,3,0,2009,796
21,Wisconsin,13,860,5787,6.73,70,445.15,11,2,0,2010,796
14,Wisconsin,14,937,6578,7.02,85,469.86,11,3,0,2011,796
65,Wisconsin,14,926,5506,5.95,55,393.29,8,6,0,2012,796
82,Wyoming,12,807,4147,5.14,36,345.58,4,8,0,2003,811
62,Wyoming,12,881,4437,5.04,37,369.75,7,5,0,2004,811
65,Wyoming,11,733,3995,5.45,35,363.18,4,7,0,2005,811
91,Wyoming,12,787,3736,4.75,32,311.33,6,6,0,2006,811
106,Wyoming,12,879,3873,4.41,28,322.75,5,7,0,2007,811
108,Wyoming,12,779,3552,4.56,19,296,4,8,0,2008,811
107,Wyoming,13,906,4022,4.44,27,309.38,7,6,0,2009,811
116,Wyoming,12,691,3426,4.96,30,285.5,3,9,0,2010,811
59,Wyoming,13,915,5050,5.52,46,388.46,8,5,0,2011,811
70,Wyoming,12,852,4687,5.5,43,390.58,4,8,0,2012,811
104,East Carolina,12,862,3735,4.33,26,311.25,1,11,0,2003,196
105,East Carolina,11,751,3392,4.52,28,308.36,2,9,0,2004,196
47,East Carolina,11,764,4328,5.66,31,393.45,5,6,0,2005,196
54,East Carolina,13,880,4526,5.14,33,348.15,7,6,0,2006,196
66,East Carolina,13,879,5011,5.7,52,385.46,8,5,0,2007,196
