,,,,,,
Rk,,From,To,G,Pos,AV
382,Frostee Rucker,2012,2012,16,DE,8
383,Lewis Sanders,2000,2004,52,DB,8
384,Brian Schaefering,2009,2011,37,DT,8
385,John St. Clair,2009,2010,25,T,8
386,Matt Stewart,2005,2006,30,LB,8
387,Lee Suggs,2003,2004,17,RB,8
388,Ted Washington,2006,2007,21,NT,8
389,Brandon Weeden,2012,2012,15,,8
,,,,,,
Rk,,From,To,G,Pos,AV
390,Mike Whitwell,1982,1983,25,DB,8
391,Leon Williams,2006,2008,46,LB,8
392,Jason Wright,2006,2008,44,RB,8
393,Ted Banker,1989,1989,16,G,7
394,Anthony Blaylock,1988,1991,49,DB,7
395,Larry Braziel,1982,1985,48,DB,7
396,Richard Brown,1991,1992,26,LB,7
397,Leon Clarke,1960,1962,33,E,7
398,Stalin Colinet,1999,2000,27,DT,7
399,Bo Cornell,1971,1972,28,LB,7
400,Al Dennis,1976,1977,24,G,7
401,Gerald Dixon,1993,1995,43,LB,7
402,Johnny Evans,1978,1980,48,P,7
403,Melvin Fowler,2003,2004,29,C,7
404,Simon Fraser,2005,2007,48,DE,7
405,Charlie Frye,2005,2006,20,QB,7
406,Bob Gaudio,1951,1951,12,G,7
407,Rex Hadnot,2008,2009,24,G,7
408,Darren Hambrick,2002,2002,16,LB,7
409,Houston Hoover,1993,1993,16,G,7
410,Ron A. Johnson,1969,1969,14,RB,7
411,Brian Kinchen,1993,1995,45,TE,7
412,Terry Kirby,1999,1999,16,RB,7
413,Jim Marshall,1960,1960,12,DE,7
414,Jayme Mitchell,2011,2011,14,DE,7
415,Sam Palumbo,1955,1956,21,LB,7
416,Jim Pyne,1999,2000,18,G,7
417,Fred Robinson,1957,1957,12,G,7
418,Mike Robinson,1981,1982,18,DE,7
419,Jim Romaniszyn,1973,1974,28,LB,7
,,,,,,
Rk,,From,To,G,Pos,AV
420,Mitchell Schwartz,2012,2012,16,,7
421,Marquis Smith,1999,2001,46,DB,7
422,Freddie Summers,1969,1971,23,DB,7
423,Carl Taseff,1951,1951,9,DB,7
424,Lawyer Tillman,1989,1993,32,WR,7
425,Mike Tomczak,1992,1992,12,QB,7
