"Year","Code","Team","Name","G","Rush","RushYds","RushYPG","RushAvg","RushTD","Rec","RecYds","RecYPG","RecAvg","RecLng","RecTD","Position","QBRAT","Att","Comp","Pct","PassYds","PassYPG","PassAvg","PassTD","Int","Sack","YdsL","Rank","TeamName","TeamGames","Plays","TeamYds","TeamAvg","TeamTD","TeamYPG","Wins","Losses","Ties","Percentage","PlayerID","AV"
2010,157,"Colo","Tyler Hansen",7,51,-95,-13.6,-1.9,4,0,0,0,0,0,0,"QB",129.5,164,112,"68.3",1102,157.4,"6.7",6,6,16,-125,"79","Colorado",12,847,4316,5.1,37,359.67,5,7,0,0.52631579,7890,NA
2011,157,"Colo","Tyler Hansen",13,81,115,8.8,1.4,3,0,0,0,0,0,0,"QB",125.5,412,231,"56.1",2883,221.8,"7",20,11,26,-174,"92","Colorado",13,851,4502,5.29,32,346.31,3,10,0,0.48965517,7890,NA
2008,466,"Nev","Tyler Lantrip",1,0,0,0,0,0,0,0,0,0,0,0,"QB",150.4,1,1,"100",6,6,"6",0,0,0,0,"5","Nevada",13,1011,6611,6.54,64,508.54,7,6,0,0.50381679,7898,NA
2009,466,"Nev","Tyler Lantrip",4,8,44,11,5.5,1,0,0,0,0,0,0,"QB",62.3,9,3,"33.3",31,7.8,"3.4",0,0,0,0,"2","Nevada",13,900,6573,7.3,69,505.62,8,5,0,0.45,7898,NA
2010,466,"Nev","Tyler Lantrip",5,16,29,5.8,1.8,1,0,0,0,0,0,0,"QB",187.1,13,8,"61.5",155,31,"11.9",1,0,2,-9,"4","Nevada",14,1044,7268,6.96,77,519.14,13,1,0,0.44366197,7898,NA
2011,466,"Nev","Tyler Lantrip",11,59,197,17.9,3.3,0,0,0,0,0,0,0,"QB",146.1,179,110,"61.5",1553,141.2,"8.7",10,6,5,-30,"6","Nevada",13,1037,6587,6.35,53,506.69,7,6,0,0.46527778,7898,NA
2009,334,"UK","Tyler Sargent",1,0,0,0,0,0,0,0,0,0,0,0,"QB",0,1,0,"0",0,0,"0",0,0,0,0,"93","Kentucky",13,877,4310,4.91,44,331.54,7,6,0,0.51515152,7909,NA
2010,334,"UK","Tyler Sargent",1,1,2,2,2,0,0,0,0,0,0,0,"QB",0,0,0,"N/A",0,0,"N/A",0,0,0,0,"27","Kentucky",13,910,5562,6.11,53,427.85,6,7,0,0.46212121,7909,NA
2008,367,"Lou","Tyler Wolfe",2,0,0,0,0,0,0,0,0,0,0,0,"QB",79.4,4,2,"50",14,7,"3.5",0,0,0,0,"45","Louisville",12,845,4520,5.35,40,376.67,5,7,0,0.52066116,7922,NA
2012,255,"GT","Vad Lee",12,96,544,45.3,5.7,9,0,0,0,0,0,0,"QB",150.5,56,27,"48.2",596,49.7,"10.6",4,3,5,-30,"35","Georgia Tech",14,1002,6175,6.16,63,441.07,7,7,0,0.55395683,7970,NA
2003,311,"IA St","Waye Terry",5,40,74,14.8,1.9,1,0,0,0,0,0,0,"QB",78.6,96,42,"43.8",415,83,"4.3",2,4,9,-66,"109","Iowa St.",12,824,3570,4.33,21,297.5,2,10,0,0.6031746,8036,NA
2007,231,"FIU","Wayne Younger",11,127,536,48.7,4.2,2,0,0,0,0,0,0,"QB",87.1,265,121,"45.7",1357,123.4,"5.1",9,17,20,-136,"118","FIU",12,777,3236,4.16,23,269.67,1,11,0,0.46969697,8042,NA
2008,231,"FIU","Wayne Younger",5,17,46,9.2,2.7,0,0,0,0,0,0,0,"QB",127.9,33,18,"54.5",249,49.8,"7.5",1,0,3,-12,"96","FIU",12,771,3803,4.93,37,316.92,5,7,0,0.40625,8042,NA
2009,231,"FIU","Wayne Younger",8,28,93,11.6,3.3,1,0,0,0,0,0,0,"QB",61.4,58,22,"37.9",257,32.1,"4.4",0,4,9,-71,"100","FIU",12,856,3851,4.5,35,320.92,3,9,0,0.51145038,8042,NA
2010,231,"FIU","Wayne Younger",4,8,-3,-0.8,-0.4,0,0,0,0,0,0,0,"QB",110,13,8,"61.5",75,18.8,"5.8",0,0,1,-10,"46","FIU",13,906,5136,5.67,46,395.08,7,6,0,0.42657343,8042,NA
2007,430,"MS St","Wesley Carroll",13,47,67,5.2,1.4,0,0,0,0,0,0,0,"QB",104.6,255,134,"52.5",1392,107.1,"5.5",9,7,11,-98,"113","Mississippi St.",13,880,3863,4.39,36,297.15,8,5,0,0.57037037,8059,NA
2008,430,"MS St","Wesley Carroll",7,18,-18,-2.6,-1,0,0,0,0,0,0,0,"QB",85.2,115,55,"47.8",560,80,"4.9",3,7,6,-55,"113","Mississippi St.",12,782,3299,4.22,23,274.92,4,8,0,0.52892562,8059,NA
2005,29,"Ariz","Willie Tuitama",5,16,-35,-7,-2.2,0,0,0,0,0,0,0,"QB",137,142,82,"57.7",1105,221,"7.8",9,5,7,-51,"74","Arizona",11,750,3864,5.15,33,351.27,3,8,0,0.58252427,8133,NA
2006,29,"Ariz","Willie Tuitama",10,35,-166,-16.6,-4.7,0,0,0,0,0,0,0,"QB",114.3,211,118,"55.9",1335,133.5,"6.3",7,6,21,-157,"115","Arizona",12,735,3034,4.13,22,252.83,6,6,0,0.6031746,8133,NA
2007,29,"Ariz","Willie Tuitama",12,54,-163,-13.6,-3,3,0,0,0,0,0,0,"QB",134.5,524,327,"62.4",3683,306.9,"7",28,12,30,-226,"67","Arizona",12,851,4623,5.43,39,385.25,5,7,0,0.59055118,8133,NA
