Name,Team,G,Receiving,Rec,Yds,Y/G,Avg,Lng,TD,RUSHING,Rush,Yds,Y/G,Avg,TD,Year,Position
Rhett McGowan,Ga,6,,12,150,25,12.5,20,1,,0,0,0,N/A,0,2012,WR
Vincent Dallas,Tenn,7,,9,149,21.3,16.6,61,1,,0,0,0,N/A,0,2012,WR
Trey Metoyer,Okla,8,,17,148,18.5,8.7,27,1,,0,0,0,N/A,0,2012,WR
Jeremiah Kobena,Syra,7,,6,146,48.7,24.3,50,2,,0,0,0,N/A,0,2012,WR
Devin Fuller,UCLA,7,,20,145,20.7,7.3,18,2,,1,0,0,0,0,2012,WR
Chris Briggs,USM,6,,11,144,24,13.1,35,0,,0,0,0,N/A,0,2012,WR
Terrence Miller,Ariz,4,,13,143,35.8,11,27,2,,0,0,0,N/A,0,2012,WR
Aaron Grubb,UTSA,8,,11,143,17.9,13,44,1,,2,15,1.9,7.5,0,2012,WR
Darius Bell,UCLA,4,,7,143,35.8,20.4,34,1,,0,0,0,N/A,0,2012,WR
Travis Van Leeuwen,UT St,7,,12,143,20.4,11.9,28,1,,0,0,0,N/A,0,2012,WR
Shane Williams-Rhodes,Bois,12,,25,142,11.8,5.7,19,1,,21,97,8.1,4.6,2,2012,WR
Casey Bolena,Navy,6,,13,141,23.5,10.8,38,1,,0,0,0,N/A,0,2012,WR
Richard Smith,AZ St,5,,14,141,28.2,10.1,31,2,,5,29,5.8,5.8,0,2012,WR
Bryant Jackson,Tex,7,,8,140,20,17.5,31,0,,0,0,0,N/A,0,2012,WR
Alex Chisum,Cinc,7,,9,140,20,15.6,29,0,,0,0,0,N/A,0,2012,WR
D.L. Moore,S Car,4,,8,139,34.8,17.4,62,2,,0,0,0,N/A,0,2012,WR
Vincent Van Horne,MTSU,7,,10,137,19.6,13.7,34,0,,0,0,0,N/A,0,2012,WR
Evan Spencer,OH St,7,,12,136,19.4,11.3,44,0,,0,0,0,N/A,0,2012,WR
Daniel Braverman,WMU,6,,18,135,22.5,7.5,38,0,,4,5,0.8,1.3,1,2012,WR
Justin Scott-Wesley,Ga,3,,6,135,45,22.5,43,1,,0,0,0,N/A,0,2012,WR
Anthony Denham,Utah,7,,11,135,19.3,12.3,24,0,,0,0,0,N/A,0,2012,WR
Darius Powe,Cal,4,,12,134,33.5,11.2,36,1,,0,-4,-1,N/A,0,2012,WR
Jamonne Chester,Ind,9,,17,133,14.8,7.8,21,0,,0,0,0,N/A,0,2012,WR
Joseph Matthews,NM St,7,,8,133,19,16.6,28,0,,0,0,0,N/A,0,2012,WR
C.J. Hammond,Temp,3,,4,132,44,33,62,1,,0,0,0,N/A,0,2012,WR
Bruce Natson,UT St,8,,17,132,16.5,7.8,23,1,,2,15,1.9,7.5,0,2012,WR
Benjamin Ijah,TX St,9,,17,132,14.7,7.8,14,0,,0,0,0,N/A,0,2012,WR
Chris Williams,Troy,5,,8,127,25.4,15.9,44,0,,0,0,0,N/A,0,2012,WR
Josh Reese,UCF,9,,11,126,14,11.5,26,0,,0,0,0,N/A,0,2012,WR
Devin Patterson,UTEP,8,,11,126,15.8,11.5,34,0,,0,0,0,N/A,0,2012,WR
Jacob Carter,Tenn,6,,8,126,21,15.8,24,1,,0,0,0,N/A,0,2012,WR
Nigel King,Md,4,,9,125,31.3,13.9,43,1,,1,19,4.8,19,0,2012,WR
Patrick Laird,Army,7,,11,125,17.9,11.4,33,1,,0,0,0,N/A,0,2012,WR
Mitch Burroughs,Bois,5,,12,124,24.8,10.3,19,0,,2,26,5.2,13,0,2012,WR
Kenny Harrison,UTSA,9,,19,124,13.8,6.5,16,2,,0,0,0,N/A,0,2012,WR
Brandon Heavens,MS St,5,,7,123,24.6,17.6,38,0,,1,-2,-0.4,-2,0,2012,WR
John Christopher,Temp,6,,9,122,20.3,13.6,33,1,,0,0,0,N/A,0,2012,WR
Trovon Reed,Aub,7,,9,122,17.4,13.6,40,1,,0,0,0,N/A,0,2012,WR
Jairus Williams,FIU,6,,9,122,20.3,13.6,54,1,,0,0,0,N/A,0,2012,WR
Craig Wilkins,Mrsh,5,,14,122,24.4,8.7,25,1,,0,0,0,N/A,0,2012,WR
Christopher Clark,Syra,6,,11,122,20.3,11.1,40,2,,0,0,0,N/A,0,2012,WR
Kenzel Doe,Wis,11,,16,121,11,7.6,19,0,,2,11,1,5.5,0,2012,WR
Malcolm Trail,UTEP,7,,16,121,17.3,7.6,16,0,,0,0,0,N/A,0,2012,WR
Andre McDonald,Minn,5,,10,121,24.2,12.1,26,0,,0,0,0,N/A,0,2012,WR
Richie Casey,LT,7,,14,119,17,8.5,28,0,,0,0,0,N/A,0,2012,WR
Mark Roberts,Hous,5,,9,119,23.8,13.2,40,1,,0,0,0,N/A,0,2012,WR
Nick Stoner,Ind,9,,13,118,16.9,9.1,15,0,,0,0,0,N/A,0,2012,WR
Anthony Autry,GT,3,,3,117,39,39,53,1,,0,0,0,N/A,0,2012,WR
Demetrius Wilson,Ark,6,,9,117,19.5,13,25,1,,0,0,0,N/A,0,2012,WR
Charlie Hegedus,NC St,8,,9,116,14.5,12.9,32,1,,0,0,0,N/A,0,2012,WR
Tyler Williams,Akrn,7,,12,116,16.6,9.7,29,1,,2,-8,-1.1,-4,0,2012,WR
Dustin Ebner,Colo,5,,10,116,23.2,11.6,41,1,,0,0,0,N/A,0,2012,WR
LeKendrick Williams,TAMU,3,,5,116,38.7,23.2,80,2,,1,3,1,3,0,2012,WR
Taylor Spencer,UNLV,4,,9,116,29,12.9,33,1,,0,0,0,N/A,0,2012,WR
Danny Milligan,Cinc,7,,8,116,19.3,14.5,31,2,,0,0,0,N/A,0,2012,WR
Alonzo Agwuenu,AZ St,6,,11,115,19.2,10.5,19,1,,0,0,0,N/A,0,2012,WR
Sammie Coates,Aub,5,,6,114,22.8,19,42,2,,0,0,0,N/A,0,2012,WR
Jafus Gaines,TX St,10,,14,114,12.7,8.1,34,0,,0,0,0,N/A,0,2012,WR
Imani Davis,Akrn,11,,14,114,12.7,8.1,17,0,,3,13,1.4,4.3,0,2012,WR
Je'Ron Stokes,BGSU,9,,15,114,12.7,7.6,25,1,,1,1,0.1,1,0,2012,WR
A.J. Legree,UK,6,,12,113,18.8,9.4,20,0,,0,0,0,N/A,0,2012,WR
Chris Moore,Cinc,4,,4,113,28.3,28.3,65,2,,0,0,0,N/A,0,2012,WR
Tyrell Goodman,Akrn,7,,14,113,16.1,8.1,17,2,,0,0,0,N/A,0,2012,WR
R.J. Fleming,AR St,7,,9,113,16.1,12.6,25,0,,1,1,0.1,1,0,2012,WR
Dennis Parks,Rice,8,,7,112,18.7,16,35,1,,1,1,0.2,1,0,2012,WR
Ivan McCartney,W Va,5,,9,112,22.4,12.4,52,0,,0,0,0,N/A,0,2012,WR
Kendyl Taylor,Wash,11,,14,110,10,7.9,23,1,,35,209,19,6,0,2012,WR
Dwight Macon,Tole,10,,18,110,11,6.1,14,0,,0,0,0,N/A,0,2012,WR
D.J. Thompson,USM,5,,7,108,21.6,15.4,54,0,,0,0,0,N/A,0,2012,WR
Jameon Lewis,MS St,9,,10,108,13.5,10.8,21,0,,5,21,2.6,4.2,0,2012,WR
Jarred Haggins,FL St,7,,8,108,15.4,13.5,42,0,,1,-9,-1.3,-9,0,2012,WR
Trey Mays,UNLV,6,,11,107,17.8,9.7,22,1,,0,0,0,N/A,0,2012,WR
John Dunmore,Buff,2,,10,106,53,10.6,21,0,,0,0,0,N/A,0,2012,WR
Dwayne Stanford,Ore,5,,11,106,21.2,9.6,17,0,,0,8,1.6,N/A,0,2012,WR
DeAndrew White,Ala,5,,8,105,21,13.1,51,2,,0,0,0,N/A,0,2012,WR
James Green,Tole,5,,8,104,20.8,13,27,1,,0,0,0,N/A,0,2012,WR
Cody Bruns,Wash,7,,13,104,14.9,8,19,2,,1,-11,-1.6,-11,0,2012,WR
B.J. Kelley,Ore,5,,6,103,20.6,17.2,32,2,,0,0,0,N/A,0,2012,WR
Marcus Vasquez,WKU,8,,12,102,12.8,8.5,24,0,,1,7,0.9,7,0,2012,WR
Lynquez Blair,GA St,7,,10,101,14.4,10.1,41,0,,0,0,0,N/A,0,2012,WR
Deon Miller,Temp,6,,7,101,16.8,14.4,33,0,,0,0,0,N/A,0,2012,WR
Dallas Burroughs,Bois,2,,4,100,50,25,50,0,,0,0,0,N/A,0,2012,WR
Marcus Kennard,TX Tch,4,,9,99,24.8,11,18,3,,0,0,0,N/A,0,2012,WR
Maurice Harris,Cal,4,,9,99,24.8,11,24,0,,0,0,0,N/A,0,2012,WR
Greg Watson,Fres,10,,9,98,9.8,10.9,32,0,,23,65,6.5,2.8,3,2012,WR
Jay Jones,EMU,4,,8,98,24.5,12.3,25,1,,0,0,0,N/A,0,2012,WR
Tim Vizzi,SDg St,9,,9,97,10.8,10.8,47,1,,1,16,1.8,16,0,2012,WR
James Butler,ULL,6,,9,97,16.2,10.8,26,2,,0,0,0,N/A,0,2012,WR
Cordero Dixon,Buff,7,,10,96,19.2,9.6,32,0,,0,0,0,N/A,0,2012,WR
Kelton Hill,GA St,6,,11,96,16,8.7,25,0,,8,19,3.2,2.4,0,2012,WR
Quan Bray,Aub,10,,14,94,15.7,6.7,16,0,,2,-11,-1.8,-5.5,0,2012,WR
Chris Dunkley,S Fla,3,,4,93,31,23.3,52,1,,0,0,0,N/A,0,2012,WR
Isaiah Sweeney,Hous,1,,3,93,93,31,49,1,,0,0,0,N/A,0,2012,WR
Russell Shepard,LSU,8,,6,92,11.5,15.3,33,0,,20,161,20.1,8.1,1,2012,WR
Lovell Jackson,Wake,9,,11,91,13,8.3,25,0,,6,24,3.4,4,0,2012,WR
Andre Snipes-Booker,Mrsh,9,,8,91,18.2,11.4,32,0,,0,0,0,N/A,0,2012,WR
Steven Osborne,Neb,7,,10,91,13,9.1,29,2,,0,0,0,N/A,0,2012,WR
Bryan Burnham,Tuls,1,,9,90,90,10,25,0,,0,0,0,N/A,0,2012,WR
Kendal Thompkins,Mia F,3,,6,89,29.7,14.8,37,1,,0,0,0,N/A,0,2012,WR
Corey Waldon,S Ala,7,,9,88,12.6,9.8,18,0,,0,0,0,N/A,0,2012,WR
Kenneth Walker,UCLA,7,,11,87,12.4,7.9,33,0,,3,-3,-0.4,-1,0,2012,WR
Nick England,FIU,4,,8,87,21.8,10.9,56,0,,0,0,0,N/A,0,2012,WR
Micah Hatfield,OR St,4,,9,86,21.5,9.6,28,2,,1,8,2,8,0,2012,WR
Jordan Thompson,W Va,7,,13,85,12.1,6.5,15,0,,3,4,0.6,1.3,0,2012,WR
Derel Walker,TAMU,5,,8,85,17,10.6,17,0,,0,0,0,N/A,0,2012,WR
DeMarcus Sweat,UK,9,,4,84,28,21,56,2,,0,0,0,N/A,0,2012,WR
DeAngelo Benton,Aub,2,,3,84,42,28,51,0,,0,0,0,N/A,0,2012,WR
Jim Jones,UTEP,7,,11,84,12,7.6,18,0,,1,10,1.4,10,0,2012,WR
Reggie Dunn,Utah,10,,12,82,8.2,6.8,29,0,,13,58,5.8,4.5,0,2012,WR
Andrew Rodriguez,Hous,1,,5,82,82,16.4,27,0,,0,0,0,N/A,0,2012,WR
John Goodlett,OK St,3,,5,81,27,16.2,20,2,,0,0,0,N/A,0,2012,WR
Josiah Monroe,UTSA,7,,10,81,11.6,8.1,19,0,,1,5,0.7,5,0,2012,WR
Shaq Roland,S Car,3,,5,80,26.7,16,30,1,,0,0,0,N/A,0,2012,WR
Tre' Parmalee,Kan,6,,7,79,13.2,11.3,23,0,,1,15,2.5,15,0,2012,WR
Dominique Vinson,CO St,5,,10,78,15.6,7.8,20,2,,0,0,0,N/A,0,2012,WR
R.P. Stuart,LT,9,,12,77,8.6,6.4,14,4,,0,0,0,N/A,0,2012,WR
Chris Jordan,AFA,4,,9,77,19.3,8.6,14,0,,0,0,0,N/A,0,2012,WR
Curry Sexton,KS St,6,,7,75,12.5,10.7,27,1,,0,0,0,N/A,0,2012,WR
Markese Triplett,USM,2,,5,75,37.5,15,31,1,,0,0,0,N/A,0,2012,WR
Durron Neal,Okla,3,,5,75,25,15,25,0,,0,0,0,N/A,0,2012,WR
Rahsaan Vaughn,Ore,4,,7,75,18.8,10.7,15,1,,0,0,0,N/A,0,2012,WR
Kelsey Young,Stan,12,,8,74,6.2,9.3,24,0,,14,160,13.3,11.4,2,2012,WR
Jacob Wark,Cal,5,,7,74,14.8,10.6,20,0,,0,0,0,N/A,0,2012,WR
Dillon Root,Fres,2,,2,73,36.5,36.5,47,1,,2,0,0,0,0,2012,WR
Malcolm Lewis,Mia F,4,,8,73,18.3,9.1,18,1,,0,0,0,N/A,0,2012,WR
T.J. Lowder,FIU,4,,5,72,18,14.4,45,0,,1,2,0.5,2,0,2012,WR
Justin Burdette,USM,5,,9,71,14.2,7.9,27,0,,0,0,0,N/A,0,2012,WR
Miles Shuler,Rutg,4,,5,71,17.8,14.2,31,0,,1,25,6.3,25,0,2012,WR
Mark McNeill,NC,5,,10,71,14.2,7.1,21,0,,0,0,0,N/A,0,2012,WR
Brandon Green,Minn,3,,6,70,23.3,11.7,16,1,,0,0,0,N/A,0,2012,WR
Camryn Harris,Ida,2,,2,70,35,35,64,0,,0,0,0,N/A,0,2012,WR
Darius Joseph,SMU,3,,7,70,23.3,10,15,1,,0,0,0,N/A,0,2012,WR
Jermain Kelson,Mrsh,3,,7,69,23,9.9,21,0,,0,0,0,N/A,0,2012,WR
DeAnthony Arnett,MI St,3,,3,69,23,23,48,0,,1,4,1.3,4,0,2012,WR
Jerald Robinson,Mich,5,,5,69,13.8,13.8,22,0,,0,0,0,N/A,0,2012,WR
Jonathan Krause,Vand,8,,9,69,8.6,7.7,23,0,,1,2,0.3,2,0,2012,WR
Ed Tinker,Pitt,4,,5,68,17,13.6,32,1,,0,0,0,N/A,0,2012,WR
Isaiah Roundtree,Ind,7,,6,68,9.7,11.3,22,0,,33,159,22.7,4.8,1,2012,WR
Rickey Galvin,WA St,2,,9,68,34,7.6,26,0,,1,0,0,0,0,2012,WR
Kevin Smith,Wash,5,,6,68,34,11.3,22,0,,0,0,0,N/A,0,2012,WR
Pig Howard,Tenn,9,,13,67,7.4,5.2,16,1,,14,44,4.9,3.1,0,2012,WR
Joshua Brinson,Pitt,3,,4,66,22,16.5,35,1,,0,0,0,N/A,0,2012,WR
Ronald Jones,Pitt,6,,7,66,11,9.4,22,0,,3,14,2.3,4.7,0,2012,WR
Cole Loftin,SMU,6,,6,66,16.5,11,21,0,,0,0,0,N/A,0,2012,WR
D'vario Montgomery,S Fla,6,,6,65,10.8,10.8,25,0,,0,0,0,N/A,0,2012,WR
Travante Stallworth,Aub,5,,6,65,13,10.8,22,0,,0,0,0,N/A,0,2012,WR
Angelo Sebastiano,N Ill,9,,5,64,16,12.8,34,1,,1,2,0.5,2,0,2012,WR
Mitch Singler,OR St,2,,4,64,32,16,23,0,,1,13,6.5,13,0,2012,WR
Dylan Denso,SDg St,3,,4,63,21,15.8,21,0,,0,0,0,N/A,0,2012,WR
Corey Gattis,Duke,3,,6,63,21,10.5,27,0,,0,0,0,N/A,0,2012,WR
K.D. Edenfield,Troy,5,,6,62,12.4,10.3,15,0,,0,0,0,N/A,0,2012,WR
Jermal Hosley,BGSU,2,,5,62,31,12.4,30,0,,0,0,0,N/A,0,2012,WR
Sean Fitzgerald,Utah,3,,4,61,20.3,15.3,44,0,,0,0,0,N/A,0,2012,WR
Harold Turner,MTSU,7,,11,61,8.7,5.5,11,0,,0,0,0,N/A,0,2012,WR
Matt Aiken,Navy,5,,7,61,12.2,8.7,16,2,,1,6,1.2,6,0,2012,WR
Rob Calabrese,UCF,12,,3,61,5.1,20.3,41,1,,15,57,4.8,3.8,0,2012,WR
Chris Omigie,Kan,2,,4,60,30,15,23,0,,0,0,0,N/A,0,2012,WR
Jeff Duckworth,Wis,3,,9,60,20,6.7,10,1,,0,0,0,N/A,0,2012,WR
Nathaniel Minor,GA St,5,,7,59,11.8,8.4,12,0,,0,0,0,N/A,0,2012,WR
Jordan Davis,TX Tch,5,,7,58,11.6,8.3,14,0,,0,0,0,N/A,0,2012,WR
Derreck Edwards,TX Tch,4,,6,58,14.5,9.7,13,1,,0,0,0,N/A,0,2012,WR
Eric Johnson,UNLV,11,,5,57,14.3,11.4,29,0,,0,0,0,N/A,0,2012,WR
Chris Brown,ND,2,,2,56,28,28,50,0,,0,0,0,N/A,0,2012,WR
Gaston Lamascus,TAMU,3,,5,56,18.7,11.2,24,0,,0,0,0,N/A,0,2012,WR
Chris Fields,OH St,2,,4,55,27.5,13.8,35,1,,0,0,0,N/A,0,2012,WR
Travares Copeland,W Va,3,,10,55,18.3,5.5,14,0,,0,0,0,N/A,0,2012,WR
Tim Marlowe,Neb,3,,4,54,18,13.5,16,0,,0,0,0,N/A,0,2012,WR
Kyle Prater,N.W.,6,,10,54,9,5.4,13,0,,0,0,0,N/A,0,2012,WR
Cameron Dickerson,N.W.,6,,9,54,9,6,19,1,,0,0,0,N/A,0,2012,WR
Jarrett Davis,Lou,5,,7,54,10.8,7.7,18,0,,0,0,0,N/A,0,2012,WR
Joe Morrow,MS St,3,,5,53,17.7,10.6,17,0,,0,0,0,N/A,0,2012,WR
Collins Moore,Miss,3,,4,53,17.7,13.3,23,0,,0,0,0,N/A,0,2012,WR
Brent Comardelle,Tula,4,,4,53,13.3,13.3,26,0,,0,0,0,N/A,0,2012,WR
Hansell Wilson,SJSU,2,,2,52,26,26,42,1,,0,0,0,N/A,0,2012,WR
Jerry Rice,UCLA,4,,7,52,13,7.4,20,0,,0,0,0,N/A,0,2012,WR
Chris Shillings,Ball,3,,4,51,17,12.8,23,0,,0,0,0,N/A,0,2012,WR
Ryan Alderman,Temp,3,,5,51,17,10.2,16,0,,0,0,0,N/A,0,2012,WR
Alex Kuresa,BYU,2,,4,51,25.5,12.8,27,0,,3,9,4.5,3,0,2012,WR
Sabian Holmes,TAMU,5,,6,51,10.2,8.5,15,0,,0,0,0,N/A,0,2012,WR
Darryl Stonum,Bayl,4,,3,51,25.5,17,37,1,,0,0,0,N/A,0,2012,WR
Donte Elliott,BC,3,,4,51,17,12.8,19,0,,0,0,0,N/A,0,2012,WR
Levern Jacobs,Md,4,,7,50,12.5,7.1,19,0,,1,3,0.8,3,0,2012,WR
Fritz Rock,Ill,2,,5,50,25,10,22,0,,0,0,0,N/A,0,2012,WR
Chase Hammond,Wis,4,,5,50,12.5,10,30,0,,0,0,0,N/A,0,2012,WR
Miles Osei,Ill,9,,6,50,5.6,8.3,15,0,,12,47,5.2,3.9,0,2012,WR
Jack Tomlinson,Ball,4,,5,49,12.3,9.8,18,1,,0,0,0,N/A,0,2012,WR
KJ Maye,Minn,10,,11,49,4.9,4.5,13,0,,17,57,5.7,3.4,0,2012,WR
Sean Willet,Ariz,3,,2,48,48,24,31,1,,0,0,0,N/A,0,2012,WR
Logan Sweet,UCLA,2,,2,47,23.5,23.5,34,1,,0,0,0,N/A,0,2012,WR
Daniel Smith,ND,6,,7,47,7.8,6.7,11,0,,0,0,0,N/A,0,2012,WR
Nic Platt,NC,2,,5,46,23,9.2,18,0,,0,0,0,N/A,0,2012,WR
Anthony Stephens,Army,1,,2,46,46,23,35,1,,0,0,0,N/A,0,2012,WR
DeAngelo Smith,S Car,2,,2,46,23,23,30,1,,0,0,0,N/A,0,2012,WR
Tim Hawkins,TX St,5,,4,45,9,11.3,16,0,,8,113,22.6,14.1,1,2012,WR
Kendrick Roberts,WMU,5,,6,45,9,7.5,16,1,,0,0,0,N/A,0,2012,WR
D.J. Beshears,Kan,6,,8,44,7.3,5.5,9,0,,13,92,15.3,7.1,0,2012,WR
Shawney Kersey,PSU,2,,6,44,22,7.3,13,0,,0,0,0,N/A,0,2012,WR
Joseph Huber,Nev,2,,3,44,22,14.7,29,1,,0,0,0,N/A,0,2012,WR
Jheranie Boyd,NC,3,,4,44,14.7,11,35,1,,2,-10,-3.3,-5,0,2012,WR
Willie Culpepper,Mia O,4,,4,44,11,11,21,0,,2,12,3,6,0,2012,WR
Connor Arlia,W Va,4,,7,44,11,6.3,14,0,,0,0,0,N/A,0,2012,WR
Chase Clayton,N Mex,13,,4,43,3.3,10.8,33,0,,32,209,16.1,6.5,0,2012,WR
Sterling Griffin,S Fla,1,,2,43,43,21.5,39,1,,0,0,0,N/A,0,2012,WR
Darrin Duncan,WMU,3,,5,43,14.3,8.6,20,0,,0,0,0,N/A,0,2012,WR
Justin Johnson,Fres,2,,2,43,21.5,21.5,38,0,,0,0,0,N/A,0,2012,WR
Ian Hamilton,UTEP,4,,5,42,10.5,8.4,19,0,,0,0,0,N/A,0,2012,WR
Chris Jackson,GT,2,,2,42,21,21,23,0,,0,0,0,N/A,0,2012,WR
Marvin Shinn,Ala,5,,6,42,8.4,7,13,0,,0,0,0,N/A,0,2012,WR
Eric Dungy,Ore,4,,5,41,10.3,8.2,15,0,,0,0,0,N/A,0,2012,WR
Conner Floyd,Tuls,4,,2,41,41,20.5,26,0,,0,0,0,N/A,0,2012,WR
De'Andre Jasper,FIU,6,,4,41,10.3,10.3,22,1,,2,27,6.8,13.5,1,2012,WR
Felix Neboh,UTEP,3,,5,41,13.7,8.2,13,0,,0,0,0,N/A,0,2012,WR
Herve Coby,BGSU,1,,3,40,40,13.3,19,1,,0,0,0,N/A,0,2012,WR
Torell Miller,KS St,3,,4,40,13.3,10,11,1,,0,0,0,N/A,0,2012,WR
Clay Fuller,Bayl,2,,3,39,19.5,13,17,0,,0,0,0,N/A,0,2012,WR
Philander Moore,Miss,3,,4,38,12.7,9.5,25,1,,0,0,0,N/A,0,2012,WR
Ryan Nehlen,W Va,3,,7,38,12.7,5.4,9,1,,0,0,0,N/A,0,2012,WR
Alvonta Jenkins,Mia O,2,,3,37,18.5,12.3,14,0,,0,0,0,N/A,0,2012,WR
Drew Loftus,WA St,1,,1,37,37,37,37,0,,0,0,0,N/A,0,2012,WR
Justin Berger,Wyo,3,,3,36,12,12,15,1,,0,0,0,N/A,0,2012,WR
David Bush,TCU,1,,4,36,36,9,18,1,,0,0,0,N/A,0,2012,WR
Dayon Arrington,ECU,2,,2,36,18,18,29,0,,0,0,0,N/A,0,2012,WR
Ricardo Louis,Aub,4,,3,36,9,12,21,0,,2,2,0.5,1,0,2012,WR
Kerry Boykins,Md,2,,4,36,18,9,17,0,,1,12,6,12,0,2012,WR
Cayleb Jones,Tex,2,,2,35,17.5,17.5,23,0,,1,10,5,10,0,2012,WR
Adrian Gamble,UVa,4,,3,35,8.8,11.7,24,1,,1,5,1.3,5,0,2012,WR
Stanton Seckinger,Clem,3,,4,35,11.7,8.8,25,1,,0,0,0,N/A,0,2012,WR
Quincy Jones,EMU,3,,5,35,11.7,7,13,0,,0,0,0,N/A,0,2012,WR
Jordan Giles,GA St,1,,2,34,34,17,25,0,,0,0,0,N/A,0,2012,WR
Jacarri Jackson,LT,2,,3,33,16.5,11,23,0,,0,0,0,N/A,0,2012,WR
Derek Keaton,AR St,1,,1,33,33,33,33,0,,0,0,0,N/A,0,2012,WR
C.J. Curry,OK St,2,,2,33,16.5,16.5,25,0,,0,0,0,N/A,0,2012,WR
Joshua Atkinson,Tuls,1,,4,33,33,8.3,13,0,,0,0,0,N/A,0,2012,WR
Jamere Valentine,Memp,3,,5,33,11,6.6,14,0,,1,4,1.3,4,0,2012,WR
Marcus Cunningham,FAU,2,,4,33,16.5,8.3,15,1,,0,0,0,N/A,0,2012,WR
Christian Green,FL St,2,,3,33,16.5,11,21,0,,0,0,0,N/A,0,2012,WR
Bernard Davis,Mass,3,,6,32,10.7,5.3,13,0,,0,0,0,N/A,0,2012,WR
Heath Jackson,BGSU,1,,3,32,32,10.7,19,0,,0,0,0,N/A,0,2012,WR
Fred Porter,FIU,1,,1,31,31,31,31,1,,0,0,0,N/A,0,2012,WR
Lynrick Pleasant,N TX,3,,3,31,10.3,10.3,14,0,,0,0,0,N/A,0,2012,WR
Tevaun Smith,Iowa,2,,3,31,15.5,10.3,16,0,,0,0,0,N/A,0,2012,WR
Tommie Thomas,Purd,2,,4,31,15.5,7.8,16,1,,0,0,0,N/A,0,2012,WR
Willie Haulstead,FL St,2,,3,31,15.5,10.3,15,0,,0,0,0,N/A,0,2012,WR
Stephen Herring,UAB,3,,3,31,10.3,10.3,13,0,,0,0,0,N/A,0,2012,WR
Max McCaffrey,Duke,1,,2,31,31,15.5,18,0,,0,0,0,N/A,0,2012,WR
Jeremy Jackson,Mich,2,,4,31,15.5,7.8,9,0,,0,0,0,N/A,0,2012,WR
Khiry Cooper,Tuls,2,,3,30,15,10,17,0,,0,0,0,N/A,0,2012,WR
Roy Smith,NC,5,,3,30,10,10,17,0,,0,0,0,N/A,0,2012,WR
Derrick Teegarden,N TX,2,,3,30,15,10,14,0,,0,0,0,N/A,0,2012,WR
Mario Dovell,Ohio,1,,3,29,29,9.7,19,0,,0,0,0,N/A,0,2012,WR
Kevin Wright,Memp,1,,4,29,29,7.3,9,0,,0,0,0,N/A,0,2012,WR
Derek Patterson,Tuls,3,,3,29,9.7,9.7,16,0,,0,0,0,N/A,0,2012,WR
Tony Cook,ULM,2,,5,29,14.5,5.8,7,0,,0,0,0,N/A,0,2012,WR
Don Shumpert,Iowa,2,,6,29,14.5,4.8,12,0,,0,0,0,N/A,0,2012,WR
Lacoltan Bester,Okla,3,,3,29,9.7,9.7,13,0,,0,0,0,N/A,0,2012,WR
Cody Clay,W Va,2,,2,29,14.5,14.5,19,0,,0,0,0,N/A,0,2012,WR
Cody Matthews,TX St,2,,3,28,14,9.3,15,0,,0,0,0,N/A,0,2012,WR
Matt Porter,Clem,3,,2,28,9.3,14,19,0,,1,4,1.3,4,0,2012,WR
Colton Huntsman,AFA,5,,4,28,5.6,7,16,0,,4,17,3.4,4.3,1,2012,WR
K.J. Brent,S Car,2,,3,28,14,9.3,14,0,,0,0,0,N/A,0,2012,WR
Chance Blackmon,Hous,2,,3,27,13.5,9,16,0,,0,0,0,N/A,0,2012,WR
Tyler Evans,Neb,2,,2,27,13.5,13.5,26,0,,0,0,0,N/A,0,2012,WR
Mitch Mathews,BYU,2,,2,27,13.5,13.5,23,0,,0,0,0,N/A,0,2012,WR
Andre Gautreaux,Rice,3,,3,27,9,9,12,0,,0,0,0,N/A,0,2012,WR
Marcus Williams,NM St,2,,2,25,12.5,12.5,13,0,,0,0,0,N/A,0,2012,WR
Macgarrett Kings,MI St,3,,4,25,8.3,6.3,10,0,,1,1,0.3,1,0,2012,WR
Marquan Major,Ida,2,,2,25,12.5,12.5,16,1,,0,0,0,N/A,0,2012,WR
Christian Gann,AFA,2,,2,25,12.5,12.5,14,0,,0,0,0,N/A,0,2012,WR
Zach Epps,Tuls,1,,1,25,25,25,25,0,,0,0,0,N/A,0,2012,WR
Danny Anthrop,Purd,3,,1,25,8.3,25,25,1,,7,58,19.3,8.3,1,2012,WR
J.J. Harbin,Troy,1,,1,24,24,24,24,0,,0,0,0,N/A,0,2012,WR
Tavarres Jefferson,MTSU,1,,4,24,24,6,9,0,,0,0,0,N/A,0,2012,WR
Devin Figaro,ULL,2,,3,24,12,8,12,0,,0,0,0,N/A,0,2012,WR
Shaq Washington,Cinc,1,,3,23,23,7.7,16,0,,1,1,1,1,0,2012,WR
Quintell Solomon,N Mex,6,,3,23,3.8,7.7,14,0,,7,107,17.8,15.3,0,2012,WR
Andre Sims,MI St,6,,3,23,7.7,7.7,15,0,,0,0,0,N/A,0,2012,WR
Jesse Kroll,CMU,2,,2,23,11.5,11.5,15,0,,0,0,0,N/A,0,2012,WR
Jeric Magnant,N Mex,4,,3,23,5.8,7.7,10,0,,1,45,11.3,45,0,2012,WR
E.J. Fields,UK,2,,4,23,11.5,5.8,10,0,,0,0,0,N/A,0,2012,WR
